Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,STOKE ON TRENT PCT,FUNDINGAPRIL13,"Ł6,000,000.00",,ST4 4LX,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SUNDERLAND TEACHING PCT,FUNDINGAPRIL13,"Ł5,000,000.00",,NE37 1PR,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,SWINDON PCT,FUNDINGAPRIL13,"Ł1,900,000.00",,SN10 5EQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TAMESIDE AND GLOSSOP PCT,FUNDINGAPRIL13,"Ł3,000,000.00",,M34 2GP,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TELFORD & WREKIN PCT,FUNDINGAPRIL13,"Ł6,000,000.00",,SY3 8XL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TORBAY PCT,FUNDINGAPRIL13,"Ł9,000,000.00",,TQ9 6JE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,TRAFFORD PCT,FUNDINGAPRIL13,"Ł12,000,000.00",,M16 0PQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WAKEFIELD DISTRICT PCT,FUNDINGAPRIL13,"Ł5,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WALSALL TEACHING PCT,FUNDINGAPRIL13,"Ł4,380,000.00",,WS4 2BX,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WARRINGTON PCT,FUNDINGAPRIL13,"Ł3,300,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WARWICKSHIRE PCT,FUNDINGAPRIL13,"Ł12,500,000.00",,CV34 4DE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WEST MIDLANDS SHA,FUNDINGAPRIL13,"Ł10,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WILTSHIRE PCT,FUNDINGAPRIL13,"Ł4,000,000.00",,SN10 5EQ,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WIRRAL PCT,FUNDINGAPRIL13,"Ł3,800,000.00",,CH44 5UF,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WOLVERHAMPTON CITY PCT,FUNDINGAPRIL13,"Ł20,000,000.00",,WV3 0UD,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,WORCESTERSHIRE PCT,FUNDINGAPRIL13,"Ł24,750,000.00",,WR4 9RW,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,YORKSHIRE & THE HUMBER SHA,FUNDINGAPRIL13,"Ł10,000,000.00",,LS1 4PL,PUBLIC,,,Admin
Department of Health,Department of Health,01/04/2013,Publicity & advertising,External Relations,SIMPLY BECAUSE LTD,1545,"Ł33,871.22","Health Visitor recruitment, BEcause (events agency),  Q3",SL5 9FE,LARGE,,,Programme
Department of Health,Department of Health,01/04/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3316001-08-APR-13,"Ł67,598.27",,TS17 6YG,SME,,,Other
Department of Health,Department of Health,01/04/2013,Outsourcing Contract,Public Health,IMPERIAL COLLEGE LONDON,10094106,"Ł37,916.62",DH Tobacco Programme to contract with Imperial College for the latter to supply DH with technical expertise in tobacco toxicology. This will enable the UK to fulfil statutory obligations with regard to the testing of tobacco products and di,SW7 2AZ,PUBLIC,,,Programme
Department of Health,Department of Health,01/04/2013,Professional fees,External Relations,GOVERNMENT ACTUARYS DEPARTMENT (GAD),SINV/00018654,"Ł80,188.66",GAD Payments CPA 472305 Inv:18654 Actuarial services for period ending 28th Feb 2013,EC4A 1AB,PUBLIC,,,Admin
Department of Health,Department of Health,02/04/2013,Policy Payments,NHS Medical,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,198638,"Ł342,738.00","Financial Support for the agreed project, in accordance with the contract dated 23/01/13",W1T 7NF,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,Policy Payments,NHS Medical,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,35110775,"Ł214,700.00","Financial Support for the agreed project, in accordance with the contract dated 23/01/13",TS4 3BW,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,Additions Other loans,Strategy Finance & NHS,COMMUNITY HEALTH PARTNERSHIPS (CHP),CHAPS02/0413,"Ł30,000,000.00",,SE1 9BW,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH AND SOCIAL CARE INFORMATION CENTRE,FUNDING APRIL 13,"Ł10,000,000.00",,,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH PROTECTION AGENCY (HPA),FUNDING APRIL 13,"Ł738,000,000.00",,SW1W 9SZ,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,FUNDING APRIL 13,"Ł4,800,000.00",,SW1Y 4RB,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,CARE QUALITY COMMISSION (CQC),FUNDINGAPRIL2013,"Ł8,000,000.00",,NE1 4PA,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,HEALTH EDUCATION ENGLAND,FUNDINGAPRIL2013,"Ł490,000,000.00",,LS1 4PL,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,OLDHAM PCT,FUNDINGAPRIL2013BALANCE,"Ł5,294,700.00",,OL9 6EE,PUBLIC,,,Admin
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS ENGLAND,HAFS-15777,"Ł5,038,338,000.00",,LS2 7UE,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),HAFS-15780,"Ł5,000,000.00",,SE1 7NT,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-15781,"Ł4,000,000.00",,NE1 6SN,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev ND In RAB,CENTRAL TECHNICAL,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),HAFS-15782,"Ł890,000,000.00",,NE1 6SN,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS ENGLAND,HAFS-15783,"Ł1,022,368,000.00",,LS2 7UE,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS LITIGATION AUTHORITY,HAFS-15784,"Ł80,000.00",,LS1 4AD,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,Additions-PDC permanent,CENTRAL TECHNICAL,MILTON KEYNES GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-15785,"Ł4,700,000.00",,MK6 5LD,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,Additions-PDC permanent,CENTRAL TECHNICAL,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,HAFS-15786,"Ł3,258,000.00",,PE3 6DA,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,Additions-PDC permanent,CENTRAL TECHNICAL,MILTON KEYNES GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-15788,"Ł400,000.00",,MK6 5LD,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS TRUST DEVELOPMENT AUTHORITY,HAFS-15789,"Ł4,000,000.00",,SW1E 6QT,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,NHS LITIGATION AUTHORITY,HAFS-15790,"Ł79,920,000.00",,LS1 4AD,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,Additions Other loans,Strategy Finance & NHS,NHS PROPERTY SERVICES LTD,NHSPSLOANAPR2013,"Ł190,000,000.00",,SE1 6LH,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,Other creditors (ST),CENTRAL TECHNICAL,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA),PAYMENT SENT TO DH IN ERROR,"Ł101,977.37",,SW1W 9SZ,PUBLIC,,,Other
Department of Health,Department of Health,02/04/2013,Professional fees,Social Care,M INTEGRATED SOLUTIONS PLC,22361,"Ł27,702.00",Dementia expo 2013 [TENDER],S1 1XA,SME,,,Programme
Department of Health,Department of Health,02/04/2013,School Fruit and Vegetables Scheme,Public Health,Total Produce Plc (Gateshead),DUR0313                                                                                                     ,"Ł39,197.56",,,,,,
Department of Health,Department of Health,02/04/2013,School Fruit and Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0313-316,"Ł29,438.71",,,,,,
Department of Health,Department of Health,02/04/2013,School Fruit and Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0313-306,"Ł26,825.46",,,,,,
Department of Health,Department of Health,02/04/2013,School Fruit and Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0313-935,"Ł49,710.28",,,,,,
Department of Health,Department of Health,02/04/2013,School Fruit and Vegetables Scheme,Public Health,Peacheys Catering Services Ltd,NHS0313-881,"Ł94,616.88",,,,,,
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,Strategy Finance & NHS,FRESENIUS MEDICAL CARE RENAL SERVICES LTD,1060022622,"Ł1,030,934.77",Clinical services under E16 Renal contract,NG17 2HU,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,120008847,"Ł2,083,030.35",Clinical services under E08 MCATS contract,RG19 3XG,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,Strategy Finance & NHS,CARE UK CLINICAL SERVICES LTD,120008999,"Ł1,955,637.65",Clinical services under E09 HIoW Hampshire Isle of Wight contract,RG19 3XG,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Research & development,Research & Development,RAND EUROPE CIC,13181/10073-36,"Ł44,935.11",PROJECTS,CB4 1YG,SME,,,Programme
Department of Health,Department of Health,02/04/2013,Consultancy/Professional Advice,External Relations,PRICEWATERHOUSECOOPERS LLP,1353994212,"Ł110,000.00",Consultancy Costs for transition to Health and Social Care Information Centre,E14 9SQ,LARGE,13795,,Admin
Department of Health,Department of Health,02/04/2013,Travel & subsistence non staff,External Relations,PRICEWATERHOUSECOOPERS LLP,1353994212,"Ł5,000.00",Consultancy Costs for transition to Health and Social Care Information Centre,E14 9SQ,LARGE,13795,,Admin
Department of Health,Department of Health,02/04/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3316001-08-APR-13,"Ł1,807.31",,TS17 6YG,SME,,,Other
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,5201323135,"Ł146,208.46",IMS2 Exit - Planning & Implementation Phase,PR1 8UQ,LARGE,,,Admin
Department of Health,Department of Health,02/04/2013,IT minor costs non capital,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,5201323137,"Ł53,730.22",P4045 February Moves,PR1 8UQ,LARGE,,,Admin
Department of Health,Department of Health,02/04/2013,Contractor/Staff Substitution,Goverance Operations & Assurance,GRANT THORNTON LTD,6750000,"Ł9,854.32",DH ALBs Audit review work,NW1 2EP,LARGE,,,Admin
Department of Health,Department of Health,02/04/2013,Contractor/Staff Substitution,Goverance Operations & Assurance,GRANT THORNTON LTD,6750000,"Ł54,306.31",DH Internal Audit review work,NW1 2EP,LARGE,,,Admin
Department of Health,Department of Health,02/04/2013,Professional fees,Goverance Operations & Assurance,GRANT THORNTON LTD,6750000,"Ł6,771.40",DH Internal Audit review work,NW1 2EP,LARGE,,,Admin
Department of Health,Department of Health,02/04/2013,Professional fees,Goverance Operations & Assurance,GRANT THORNTON LTD,6750000,"Ł29,520.83",DH ALBs Audit review work,NW1 2EP,LARGE,,,Admin
Department of Health,Department of Health,02/04/2013,Other programme expenditure,Strategy Finance & NHS,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,CHAPS2/4/13,"Ł115,005.82",,EC4A 3AE,SME,,,Programme
Department of Health,Department of Health,02/04/2013,Printing,External Relations,WILLIAMS LEA LTD,DH13030038,"Ł59,865.91",NHS 111 materials for new areas - Print,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Printing,NHS Medical,WILLIAMS LEA LTD,DH13030048,"Ł67,461.36",NHS Cervical Screening-The Facts (new text) x 3 million leaflets,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Printing,External Relations,WILLIAMS LEA LTD,DH13030049,"Ł83,952.63","Be Food Smart Print Meal Mixers, 100,000 (3rd Batch), Jan 14",W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Printing,External Relations,WILLIAMS LEA LTD,DH13030051,"Ł63,600.00",C4L Product Code:2900017 Guide to Bottle Feeding print,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,Commissioning,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,LA228856,"Ł21,972.29",LA International - Business Assurance Manager ,ST1 5UB,SME,,,Admin
Department of Health,Department of Health,02/04/2013,Research & development,Research & Development,OFFICE OF HEALTH ECONOMICS (OHE),SIN023180,"Ł137,418.00",PROJECTS,SW1E 6QT,LARGE,,,Programme
Department of Health,Department of Health,02/04/2013,Storage costs,Strategy Finance & NHS,BAXTER HEALTHCARE LTD,32124726,"Ł635,890.90",,,LARGE,,,
Department of Health,Department of Health,02/04/2013,Storage costs,Strategy Finance & NHS,BAXTER HEALTHCARE LTD,32124726,"Ł275,279.64",,,LARGE,,,
Department of Health,Department of Health,02/04/2013,Storage costs,Strategy Finance & NHS,BAXTER HEALTHCARE LTD,32124726,Ł0.09,,,LARGE,,,
Department of Health,Department of Health,02/04/2013,Printing,Social Care,MINISTRY OF DEFENCE (MOD),7302473,"Ł31,133.41",Phase 2 & 3 VIS for Ministry of Defence Invoice No: 7302473,L2 3YL,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,7679092,"Ł20,863.00",RDD Programme Support - Miscellaneous,NG7 2RD,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,Public Health,SPORT ENGLAND,SINV002939,"Ł278,424.00",Extension of Active People Survey 6 - ends March 2013.,WC1H 0AF,PUBLIC,,,Programme
Department of Health,Department of Health,02/04/2013,Outsourcing Contract,NHS Medical,HELP THE HOSPICES,53592,"Ł45,840.00",Commissioning support for a DH capital grant scheme,WC1X 9JG,VCS,,,Admin
Department of Health,Department of Health,03/04/2013,PCT and SHA Transition Cash accounts,CENTRAL TECHNICAL,NORTHAMPTONSHIRE PCT,FUNDINGAPR2013,"Ł36,000,000.00",,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,03/04/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3316001-08-APR-13,Ł538.15,,TS17 6YG,SME,,,Other
Department of Health,Department of Health,03/04/2013,Publicity & advertising,External Relations,GROUPM UK LTD,890008,"Ł266,426.16","C4L Alcohol - TV Airtime, Feb 13 - Mar 14",WC7X 8RX,LARGE,,,Programme
Department of Health,Department of Health,03/04/2013,Contractor/Staff Substitution,Goverance Operations & Assurance,CAPITA RESOURCING LTD,WN70164823,"Ł31,980.00",Capita Resourcing Darlington PHE Local Authority HR Specialist ,DL1 9HN,LARGE,,,Admin
Department of Health,Department of Health,04/04/2013,Policy Payments,NHS Medical,COVENTRY & WARWICKSHIRE PARTNERSHIP NHS TRUST,1000021534,"Ł567,900.00","Financial Support for the agreed project, in accordance with the MOU dated 24/01/13",CV6 6NY,PUBLIC,,,Programme
Department of Health,Department of Health,04/04/2013,ENDPBs Admin Revenue Grant in Aid,Social Care,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12594882,"Ł40,000.00",The Information Centre - IMCA Development for 2012/2013,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,04/04/2013,ENDPBs Admin Revenue Grant in Aid,Social Care,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12594882,"Ł20,000.00",The Information Centre - IMCA Collection for 2012/2013,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,04/04/2013,ENDPBs Admin Revenue Grant in Aid,Social Care,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12594882,"Ł45,000.00",The Information Centre - DOLs collection and publication for 2012/2013,WF3 1WE,PUBLIC,,,Admin
Department of Health,Department of Health,04/04/2013,Policy Payments,NHS Medical,POOLE HOSPITAL NHS FOUNDATION TRUST,P0134630,"Ł190,378.26","Financial Support for the agreed project, in accordance with the contract dated 12/02/13",BH15 2JB,PUBLIC,,,Admin
Department of Health,Department of Health,04/04/2013,Professional fees,External Relations,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,S0000185,"Ł416,666.67",Skills for Health-DH 12/13 contract,BS1 3NU,PUBLIC,,,Programme
Department of Health,Department of Health,04/04/2013,Expense clearing GPC (ST),CENTRAL TECHNICAL,BARCLAYCARD BUSINESS,3316001-08-APR-13,"Ł1,564.18",,TS17 6YG,SME,,,Other
Department of Health,Department of Health,04/04/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,5201324044,"Ł226,436.69",Managed Telecom Service Charge from 1 October 2012 - 31 March 2013,PR1 8UQ,LARGE,,,Admin
Department of Health,Department of Health,04/04/2013,Outsourcing Contract,Goverance Operations & Assurance,CSC COMPUTER SCIENCES LTD,5201324045,"Ł696,477.01",CSC Baseline Charges from 1 October 2012 - 31 March 2013,PR1 8UQ,LARGE,,,Admin
Department of Health,Department of Health,04/04/2013,Publicity & advertising,External Relations,OGILVY ADVERTISING,781202583,"Ł80,000.00",Smokefree app Production stage,E14 4QB,LARGE,,,Programme
Department of Health,Department of Health,04/04/2013,Printing,NHS Medical,WILLIAMS LEA LTD,DH13010010,"Ł62,892.60",Bowel Cancer Screening- The Facts x 2 million leaflets,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,04/04/2013,Printing,NHS Medical,WILLIAMS LEA LTD,DH13010010,"Ł29,191.89",NHS Breast Screening-The Facts x 1.5 million leaflets.,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,04/04/2013,Printing,NHS Medical,WILLIAMS LEA LTD,DH13010010,"Ł120,328.44",NHS Cervical Screening-The Facts x 5 million leaflets,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,04/04/2013,Research & development,Strategy Finance & NHS,PGO FOREIGN CURRENCY PAYMENTS,1042530940K5KY4O,"Ł76,387.58",,RH10 1UH,PUBLIC,,,Admin
Department of Health,Department of Health,04/04/2013,Outsourcing Contract,Social Care,DEPARTMENT FOR EDUCATION (DFE),350003780,"Ł500,000.00","Department for Education, Early Intervention Foundation funding 2012 to 2013",WA7 2GJ,PUBLIC,,,Programme
Department of Health,Department of Health,04/04/2013,Outsourcing Contract,Social Care,WORCESTER UNIVERSITY OF,INV141355,"Ł60,087.00",EU ALCOVE PROJECT - OPEN COMPETITION,WR2 6AJ,PUBLIC,13384,,Programme
Department of Health,Department of Health,04/04/2013,Outsourcing Contract,Public Health,ALCOHOL CONCERN,103088,"Ł29,400.00","To raise a requisition for a single tender, the services of Alcohol Concern to roll out a pilot titled 'The Right Conversation' of an Alcohol Identification and Brief Advice (IBA) programme in Brrok clinics in three deprived London boroughs",EC1V 9FR,VCS,,,Admin
Department of Health,Department of Health,04/04/2013,Outsourcing Contract,Public Health,THE TERRENCE HIGGINS TRUST,29000326,"Ł244,999.99",Targeted HIV Prevention work - New Contract from 2012 onwards. ,WC1X 8DP,VCS,,,Programme
Department of Health,Department of Health,04/04/2013,Contractor/Staff Substitution,Social Care,NACRO,NOI/002172,"Ł89,028.00",Liaision & Diversion Network Contractor (3 Year Contract),SW9 0PU,VCS,13524,,Programme
Department of Health,Department of Health,05/04/2013,Outsourcing Contract,Public Health,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),6493,"Ł25,000.00",2012/2013 Service fees for the contract management of ImmForm Re: DH & NHS Business Services Authority (NHS BSA),NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2013,Outsourcing Contract,Public Health,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),6494,"Ł101,080.00",2012/13 Service fees for the contract management for the childhood immunisation Service Re: DH & NHS Business Services Authority (NHS BSA),NG18 4RG,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2013,Outsourcing Contract,Public Health,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),6495,"Ł150,341.00",Storage and stock management services from 01/04/12 - 31/03/13.,NE1 6SN,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2013,Policy Payments,NHS Medical,BARTS HEALTH NHS TRUST,161240,"Ł189,432.52","Financial Support for the agreed project, in accordance with the MOU dated 06/02/13",,PUBLIC,,,Admin
Department of Health,Department of Health,05/04/2013,Policy Payments,NHS Medical,PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST,17403898,"Ł294,018.00","Financial Support for the agreed project, in accordance with the contract dated 06/02/13",PE3 6NH,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2013,Storage costs,Public Health,HEALTH PROTECTION AGENCY (HPA),5439147,"Ł98,993.75",HPV Immunisation Programme Evaluation - 2012/2013,WC1V 7PP,PUBLIC,,,Programme
Department of Health,Department of Health,05/04/2013,Policy Payments,NHS Medical,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,59028222,"Ł732,896.00","Financial Support for the agreed project, in accordance with the contract dated 25/01/13",TA1 5DA,PUBLIC,,,Programme
