Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,GLASGOW CITY COUNCIL,G1 1ET,460431,Rent buildings - non civil estate property and married quarter property,"Ł1,268,242.50"
Ministry of Defence,Ministry of Defence,10/04/2015,Design services and minor equipment purchases,Air Command,SERCO LIMITED,RG27 9UY,455986,Equipment support non-project costs,"Ł1,267,794.81"
Ministry of Defence,Ministry of Defence,21/04/2015,General services and support,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,459283,Defence equipment CLS/IOS service charge,"Ł1,231,984.80"
Ministry of Defence,Ministry of Defence,15/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TRAX KENYA LTD,PO15 7FL,3000012235,Fiscal asset under construction - capital in year addition,"Ł1,225,140.90"
Ministry of Defence,Ministry of Defence,29/04/2015,Fees for professional services,HO+CS,SERCO LIMITED,RG27 9UY,462591,Fees for professional services excluding legal fees,"Ł1,207,795.52"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,GUILDFORD BOROUGH COUNCIL,GU2 4BB,455035,Rent buildings - non civil estate property and married quarter property,"Ł1,200,806.75"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NEW FOREST DISTRICT COUNCIL,SO41 9ZG,455146,Rent buildings - non civil estate property and married quarter property,"Ł1,182,337.25"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,TEWKESBURY BOROUGH COUNCIL,GL20 5TT,455346,Rent buildings - non civil estate property and married quarter property,"Ł1,172,107.50"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,MID SUFFOLK DISTRICT COUNCIL,IP6 8DL,455123,Rent buildings - non civil estate property and married quarter property,"Ł1,157,220.00"
Ministry of Defence,Ministry of Defence,10/04/2015,General services and support,DES Bespoke Trading Entity,SAAB AB,IP6 8DL,3000012222,Defence equipment CLS/IOS service charge,"Ł1,147,221.00"
Ministry of Defence,Ministry of Defence,20/04/2015,"Purchase of munitions, other inventory or fuel",Defence Equipment + Support,TYNE SLIPWAY & ENGINEERING CO LIMITED,NE33 5PL,459219,Raw materials and consumable engineering and technical fiscal inventory purchased,"Ł1,116,831.52"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WINCHESTER CITY COUNCIL,SO23 9LJ,455408,Rent buildings - non civil estate property and married quarter property,"Ł1,116,243.65"
Ministry of Defence,Ministry of Defence,17/04/2015,Nuclear decommissioning and restoration,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,458292,Nuclear decommissioning and restoration liability provision payment against provision,"Ł1,113,348.80"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,ISLE OF ANGLESEY COUNTY COUNCIL,LL77 7ZF,455055,Rent buildings - non civil estate property and married quarter property,"Ł1,107,636.00"
Ministry of Defence,Ministry of Defence,17/04/2015,Property leases,JFC,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,458442,Property non dwellings private finance initiative - service concession arrangement service charge,"Ł1,101,677.10"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CENTRAL BEDFORDSHIRE COUNCIL,SG17 5TQ,454918,Rent buildings - non civil estate property and married quarter property,"Ł1,077,908.00"
Ministry of Defence,Ministry of Defence,30/04/2015,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,463121,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł1,071,925.20"
Ministry of Defence,Ministry of Defence,07/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,453514,Works - estate management,"Ł1,067,097.65"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,HART DISTRICT COUNCIL,GU51 4AE,455041,Rent buildings - non civil estate property and married quarter property,"Ł1,004,432.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,RYEDALE DISTRICT COUNCIL,YO17 7HH,455275,Rent buildings - non civil estate property and married quarter property,"Ł998,325.00"
Ministry of Defence,Ministry of Defence,22/04/2015,IT and communication services,HO+CS,ORACLE CORPORATION U K LTD,RG6 1RA,460069,Information technology services,"Ł996,781.13"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,POWYS COUNTY COUNCIL,LD1 5LG,455241,Rent buildings - non civil estate property and married quarter property,"Ł990,654.60"
Ministry of Defence,Ministry of Defence,10/04/2015,Purchase of buildings and military equipment ,DES Bespoke Trading Entity,VECTRONIX AG,LD1 5LG,3000012224,Single use military equipment asset under construction - capital in year addition,"Ł976,866.00"
Ministry of Defence,Ministry of Defence,22/04/2015,Grants to Reserves Forces and Cadets Association,DEFENCE INFRASTRUCTURE ORGANISATION,COUNCIL OF RESERVE FORCES' AND CADETS' ASSOCIATIONS,EC2A 4EY,459867,Grants to reserve forces and cadet associations,"Ł970,188.00"
Ministry of Defence,Ministry of Defence,13/04/2015,Fees for professional services,DES Bespoke Trading Entity,MCKINSEY & COMPANY INC  UNITED KINGDOM,SW1Y 4UH,456337,The provision of advice and guidance related to management of ongoing programmes and projects,"Ł957,804.25"
Ministry of Defence,Ministry of Defence,08/04/2015,Inventory Accruals,Defence Equipment + Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,454466,Contract Expenditure on Capital Spares that are managed by DE+S Inventory Systems.,"Ł950,360.45"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,LONDON BOROUGH OF HOUNSLOW,TW3 4WD,455094,Rent buildings - non civil estate property and married quarter property,"Ł928,959.00"
Ministry of Defence,Ministry of Defence,27/04/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK LTD,LS16 6QY,461176,Cost of food services,"Ł922,178.02"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,RUTLAND COUNTY COUNCIL  DISTRICT COUNCIL,LE15 6HP,455274,Rent buildings - non civil estate property and married quarter property,"Ł911,495.00"
Ministry of Defence,Ministry of Defence,07/04/2015,Purchase of buildings and military equipment ,Navy Command,FALCON SUPPORT SERVICES LIMITED,RG10 9JU,453563,Fiscal asset under construction - capital in year addition,"Ł910,762.46"
Ministry of Defence,Ministry of Defence,16/04/2015,Purchase of buildings and military equipment ,DES Bespoke Trading Entity,IBM UNITED KINGDOM LIMITED,PO6 3AE,457827,Fiscal asset under construction - capital in year addition,"Ł910,439.72"
Ministry of Defence,Ministry of Defence,10/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,455701,Works - estate management,"Ł876,352.17"
Ministry of Defence,Ministry of Defence,15/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,BABCOCK AEROSPACE LIMITED,BH23 6BS,457111,Equipment support non-project costs,"Ł868,273.73"
Ministry of Defence,Ministry of Defence,23/04/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,460319,Fees for professional services excluding legal fees,"Ł849,594.00"
Ministry of Defence,Ministry of Defence,13/04/2015,Fees for professional services,HO+CS,CSC COMPUTER SCIENCES LIMITED.,GU11 1PZ,456207,Fees for professional services excluding legal fees,"Ł840,160.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CITY OF EDINBURGH COUNCIL,EH1 1UF,454934,Rent buildings - non civil estate property and married quarter property,"Ł834,925.30"
Ministry of Defence,Ministry of Defence,15/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER ESTATE SOLUTIONS LIMITED,KY11 2BL,457548,Fiscal asset under construction - capital in year addition,"Ł834,693.60"
Ministry of Defence,Ministry of Defence,27/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,BS32 4NH,5000126730,Works - estate management,"Ł834,507.72"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CARLISLE CITY COUNCIL,CA3 8QG,454912,Rent buildings - non civil estate property and married quarter property,"Ł828,772.00"
Ministry of Defence,Ministry of Defence,23/04/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,NEW NIEDERRHEIN ENERGIE UND WASSER GMBH,CA3 8QG,5000126602,Utilities consumed - electricity,"Ł812,769.51"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NORTH DEVON DISTRICT COUNCIL,EX31 1EA,455199,Rent buildings - non civil estate property and married quarter property,"Ł811,522.75"
Ministry of Defence,Ministry of Defence,14/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,456762,Fiscal asset under construction - capital in year addition,"Ł799,511.06"
Ministry of Defence,Ministry of Defence,20/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,THE HIGHLAND COUNCIL,IV3 5NX,459188,Rent buildings - non civil estate property and married quarter property,"Ł780,929.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,VALE OF GLAMORGAN COUNCIL,CF63 4YN,455381,Rent buildings - non civil estate property and married quarter property,"Ł779,635.00"
Ministry of Defence,Ministry of Defence,22/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,459829,Fiscal asset under construction - capital in year addition,"Ł769,324.89"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,BRACKNELL FOREST BOROUGH COUNCIL,RG12 1AQ,454874,Rent buildings - non civil estate property and married quarter property,"Ł769,080.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PETERBOROUGH CITY COUNCIL,PE1 1HQ,455232,Rent buildings - non civil estate property and married quarter property,"Ł764,643.00"
Ministry of Defence,Ministry of Defence,08/04/2015,"Transportation of personnel, freight and travel expenses",Land Forces,DB SCHENKER RAIL DEUTSCHLAND AG,PE1 1HQ,5000126026,Freight movement costs,"Ł757,464.62"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,EAST RIDING OF YORKSHIRE COUNCIL,HU17 9BA,454994,Rent buildings - non civil estate property and married quarter property,"Ł750,093.65"
Ministry of Defence,Ministry of Defence,07/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,MARSHALL LAND SYSTEMS LTD,CB5 8RP,453627,Post design services which are not capitalised,"Ł744,661.32"
Ministry of Defence,Ministry of Defence,07/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV1 4HY,453513,Fiscal asset under construction - capital in year addition,"Ł744,254.49"
Ministry of Defence,Ministry of Defence,14/04/2015,Estate management,Land Forces,THE C.S.P. (CYPRUS SERVICES  PROVIDER) JOINT VENTURE,BFPO 53,5000126287,Works - estate management,"Ł744,124.99"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WILTSHIRE COUNCIL,BA14 4DS,460738,Rent buildings - non civil estate property and married quarter property,"Ł741,653.66"
Ministry of Defence,Ministry of Defence,21/04/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,TRICOMM HOUSING LIMITED,EH3 7HL,459671,Property dwellings private finance initiative - service concession arrangement service charge,"Ł732,996.33"
Ministry of Defence,Ministry of Defence,27/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,BAE SYSTEMS MARINE LTD,LA14 1AF,461206,Equipment support non-project costs,"Ł724,908.20"
Ministry of Defence,Ministry of Defence,23/04/2015,IT and communication services,JFC,ATOS IT SERVICES UK LIMITED,WV10 6UH,460266,Information technology services,"Ł723,377.50"
Ministry of Defence,Ministry of Defence,15/04/2015,"Adminstration, claims, compensation and awards",HO+CS,CAIS LTD,LL30 2RA,457152,Cost of claims/compensation and related expenses against MOD,"Ł715,288.95"
Ministry of Defence,Ministry of Defence,14/04/2015,General services and support,Defence Equipment + Support,AQUILA AIR TRAFFIC MANAGEMENT SERVICES LIMITED,PO15 7FL,456590,Defence equipment CLS/IOS service charge,"Ł712,368.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,AYLESBURY VALE DISTRICT COUNCIL,HP20 2TW,454843,Rent buildings - non civil estate property and married quarter property,"Ł706,670.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BABCOCK AEROSPACE LIMITED,BH23 6BS,457635,Estate + facilities management services - accommodation inventory + service,"Ł702,371.66"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PEMBROKESHIRE COUNTY COUNCIL,SA61 1TP,455228,Rent buildings - non civil estate property and married quarter property,"Ł695,092.20"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,BRECKLAND COUNCIL,NR19 1EE,454876,Rent buildings - non civil estate property and married quarter property,"Ł692,665.00"
Ministry of Defence,Ministry of Defence,13/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,456530,Equipment support non-project costs,"Ł691,458.40"
Ministry of Defence,Ministry of Defence,16/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PORTSMOUTH CITY COUNCIL,PO1 2BE,458006,Rent buildings - non civil estate property and married quarter property,"Ł688,098.03"
Ministry of Defence,Ministry of Defence,22/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,AGUSTAWESTLAND LIMITED,BA20 2YB,2000024608,Equipment support non-project costs,"Ł678,523.49"
Ministry of Defence,Ministry of Defence,07/04/2015,Fees for professional services,DES Bespoke Trading Entity,PRICEWATERHOUSECOOPERS LLP,E14 9SQ,453664,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł676,598.40"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,CITY OF YORK COUNCIL,YO1 7DU,454939,Rent buildings - non civil estate property and married quarter property,"Ł674,080.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Fees for professional services,Land Forces,BABCOCK LAND LIMITED,BH23 9BS,457638,Fees for professional services excluding legal fees,"Ł673,039.81"
Ministry of Defence,Ministry of Defence,16/04/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,458013,Cost of food purchases,"Ł669,031.86"
Ministry of Defence,Ministry of Defence,21/04/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,PR4 1AX,459299,Research and development excluding defence science and technology laboratory,"Ł663,183.00"
Ministry of Defence,Ministry of Defence,17/04/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,458315,Cost of food services,"Ł654,785.98"
Ministry of Defence,Ministry of Defence,24/04/2015,Purchase of buildings and military equipment ,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,460909,Fiscal asset under construction - capital in year addition,"Ł653,983.79"
Ministry of Defence,Ministry of Defence,16/04/2015,IT and communication services,JFC,CGI IT UK LIMITED,CF31 9AP,457699,Information technology services,"Ł649,264.87"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WYCOMBE DISTRICT COUNCIL,HP11 1BB,455417,Rent buildings - non civil estate property and married quarter property,"Ł640,900.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,ST EDMUNDSBURY BOROUGH COUNCIL,IP33 3YS,455317,Rent buildings - non civil estate property and married quarter property,"Ł640,653.50"
Ministry of Defence,Ministry of Defence,20/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,NSAF LIMITED,NG7 2TD,459065,Post design services which are not capitalised,"Ł637,616.11"
Ministry of Defence,Ministry of Defence,20/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,FES LTD,FK7 8HW,458904,Fiscal asset under construction - capital in year addition,"Ł636,168.44"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,THE HEREFORDSHIRE COUNCIL,HR1 2XW,455353,Rent buildings - non civil estate property and married quarter property,"Ł621,146.21"
Ministry of Defence,Ministry of Defence,20/04/2015,Grants to Reserves Forces and Cadets Association,Land Forces,THE ARMY CADET FORCE ASSOCIATION,EC2A 4DW,459185,Grants to reserve forces and cadet associations,"Ł613,906.53"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,SOUTH OXFORDSHIRE DISTRICT COUNCIL,OX10 8AU,455309,Rent buildings - non civil estate property and married quarter property,"Ł612,724.00"
Ministry of Defence,Ministry of Defence,27/04/2015,Fees for professional services,Navy Command,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,461203,Fees for professional services excluding legal fees,"Ł612,000.00"
Ministry of Defence,Ministry of Defence,09/04/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,455296,Estate + facilities management services - accommodation inventory + service,"Ł610,752.37"
Ministry of Defence,Ministry of Defence,08/04/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLION CONSTRUCTION LIMITED,WV1 4HY,454374,Fiscal asset under construction - capital in year addition,"Ł604,129.49"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,STAFFORD BOROUGH COUNCIL,ST16 3AQ,455318,Rent buildings - non civil estate property and married quarter property,"Ł600,967.00"
Ministry of Defence,Ministry of Defence,23/04/2015,International contributions,HO+CS,FOREIGN & COMMONWEALTH OFFICE SERVICES,MK19 7BH,460420,NATO military budget UK contributions,"Ł600,000.00"
Ministry of Defence,Ministry of Defence,23/04/2015,Food and clothing,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,460594,Cost of food purchases,"Ł599,155.60"
Ministry of Defence,Ministry of Defence,09/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,LIVERPOOL CITY COUNCIL,L69 2DQ,455083,Rent buildings - non civil estate property and married quarter property,"Ł598,998.75"
Ministry of Defence,Ministry of Defence,14/04/2015,General services and support,Defence Equipment + Support,SAAB AB,L69 2DQ,3000012232,Defence equipment CLS/IOS service charge,"Ł587,302.00"
Ministry of Defence,Ministry of Defence,16/04/2015,Spend on Inventory - General,Defence Equipment + Support,PURPLE FOODSERVICE SOLUTIONS LIMITED,GU32 3QD,458013,Spend on Inventory - General,"Ł585,787.80"
Ministry of Defence,Ministry of Defence,23/04/2015,Fees for professional services,Land Forces,CAPITA BUSINESS SERVICES LTD,DL1 9HN,460316,Fees for professional services excluding legal fees,"Ł584,377.69"
Ministry of Defence,Ministry of Defence,16/04/2015,Design services and minor equipment purchases,Defence Equipment + Support,FWW FAHRZEUGWERK GMBH,D17348,3000012239,Equipment support non-project costs,"Ł576,870.00"
Ministry of Defence,Ministry of Defence,23/04/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,EAST DEVON DISTRICT COUNCIL,EX10 8HL,460392,Rent buildings - non civil estate property and married quarter property,"Ł576,810.00"
Ministry of Defence,Ministry of Defence,08/04/2015,Fees for professional services,DES Bespoke Trading Entity,CH2M HILL INTERNATIONAL NUCLEAR SERVICES LTD,W6 7EF,454383,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł575,109.38"
